sample_id,repository,bug_id,commit,id,file,function,loc,complexity,max_nesting,num_args,num_returns,num_calls,file_imports,caller_count,callee_count,dependency_count,degree,betweenness,pagerank,label
cookiecutter_2_d7e7b28811e4_cookiecutter/hooks.py_find_hook_1,cookiecutter,2,d7e7b28811e474e14d1bed747115e47dcdd15ba3,cookiecutter/hooks.py:find_hook,cookiecutter/hooks.py,find_hook,23,4,2,2,3,8,9,1,1,0,3,4.2918062190010796e-05,0.002724268528450779,1
cookiecutter_2_d7e7b28811e4_cookiecutter/hooks.py_run_hook_1,cookiecutter,2,d7e7b28811e474e14d1bed747115e47dcdd15ba3,cookiecutter/hooks.py:run_hook,cookiecutter/hooks.py,run_hook,14,2,1,3,1,4,9,0,2,0,3,0.0,0.0019123142217782278,1
cookiecutter_2_d7e7b28811e4_docs/conf.py___call___0,cookiecutter,2,d7e7b28811e474e14d1bed747115e47dcdd15ba3,docs/conf.py:__call__,docs/conf.py,__call__,2,1,0,3,1,1,3,0,0,0,1,0.0,0.0020048524575773715,0
cookiecutter_2_d7e7b28811e4_tests/replay/test_dump.py_mock_ensure_failure_0,cookiecutter,2,d7e7b28811e474e14d1bed747115e47dcdd15ba3,tests/replay/test_dump.py:mock_ensure_failure,tests/replay/test_dump.py,mock_ensure_failure,7,1,0,1,1,1,4,0,0,0,1,0.0,0.0018487057687635274,0
cookiecutter_2_d7e7b28811e4_tests/test_find.py_test_find_template_0,cookiecutter,2,d7e7b28811e474e14d1bed747115e47dcdd15ba3,tests/test_find.py:test_find_template,tests/test_find.py,test_find_template,6,1,0,1,0,2,3,0,0,0,1,0.0,0.0021956984105720705,0
cookiecutter_2_d7e7b28811e4_tests/replay/test_load.py_replay_file_0,cookiecutter,2,d7e7b28811e474e14d1bed747115e47dcdd15ba3,tests/replay/test_load.py:replay_file,tests/replay/test_load.py,replay_file,4,1,0,2,1,2,4,0,0,0,1,0.0,0.001923061334865358,0
cookiecutter_2_d7e7b28811e4_tests/replay/test_replay.py_test_main_does_not_invoke_load_but_dump_0,cookiecutter,2,d7e7b28811e474e14d1bed747115e47dcdd15ba3,tests/replay/test_replay.py:test_main_does_not_invoke_load_but_dump,tests/replay/test_replay.py,test_main_does_not_invoke_load_but_dump,15,1,0,1,0,6,3,0,0,0,1,0.0,0.0020048524575773715,0
cookiecutter_2_d7e7b28811e4_cookiecutter/generate.py_render_and_create_dir_0,cookiecutter,2,d7e7b28811e474e14d1bed747115e47dcdd15ba3,cookiecutter/generate.py:render_and_create_dir,cookiecutter/generate.py,render_and_create_dir,27,3,2,5,1,10,14,1,0,0,2,0.0,0.0021534686851743625,0
cookiecutter_3_5c282f020a8d_cookiecutter/prompt.py_read_user_choice_1,cookiecutter,3,5c282f020a8db7e5e7c4e7b51b010556ca31fb7f,cookiecutter/prompt.py:read_user_choice,cookiecutter/prompt.py,read_user_choice,33,3,1,2,1,14,8,1,0,0,2,0.0,0.0032427251730169507,1
cookiecutter_3_5c282f020a8d_tests/repository/test_determine_repo_dir_clones_repo.py_test_repository_url_with_no_context_file_0,cookiecutter,3,5c282f020a8db7e5e7c4e7b51b010556ca31fb7f,tests/repository/test_determine_repo_dir_clones_repo.py:test_repository_url_with_no_context_file,tests/repository/test_determine_repo_dir_clones_repo.py,test_repository_url_with_no_context_file,24,2,1,3,0,5,3,0,0,0,1,0.0,0.002033734530732444,0
cookiecutter_3_5c282f020a8d_cookiecutter/repository.py_is_zip_file_0,cookiecutter,3,5c282f020a8db7e5e7c4e7b51b010556ca31fb7f,cookiecutter/repository.py:is_zip_file,cookiecutter/repository.py,is_zip_file,3,1,0,1,1,2,6,1,0,0,2,0.0,0.0026178212516990637,0
cookiecutter_3_5c282f020a8d_tests/test_log.py_debug_file_0,cookiecutter,3,5c282f020a8db7e5e7c4e7b51b010556ca31fb7f,tests/test_log.py:debug_file,tests/test_log.py,debug_file,2,1,0,1,1,0,3,0,0,0,1,0.0,0.0018763750874025936,0
cookiecutter_4_9568ab6ecd2d_cookiecutter/generate.py_generate_files_1,cookiecutter,4,9568ab6ecd2d6836646006c59473c4a4ac0dee04,cookiecutter/generate.py:generate_files,cookiecutter/generate.py,generate_files,99,12,4,4,2,45,16,0,4,0,5,0.0,0.003014638166879536,1
cookiecutter_4_9568ab6ecd2d_cookiecutter/hooks.py_run_script_with_context_1,cookiecutter,4,9568ab6ecd2d6836646006c59473c4a4ac0dee04,cookiecutter/hooks.py:run_script_with_context,cookiecutter/hooks.py,run_script_with_context,20,2,1,3,1,8,8,1,1,0,3,0.0,0.00450213140288204,1
cookiecutter_4_9568ab6ecd2d_cookiecutter/hooks.py_run_script_1,cookiecutter,4,9568ab6ecd2d6836646006c59473c4a4ac0dee04,cookiecutter/hooks.py:run_script,cookiecutter/hooks.py,run_script,21,2,1,2,1,5,8,1,0,0,2,0.0,0.007037908970813796,1
cookiecutter_4_9568ab6ecd2d_cookiecutter/hooks.py_run_hook_1,cookiecutter,4,9568ab6ecd2d6836646006c59473c4a4ac0dee04,cookiecutter/hooks.py:run_hook,cookiecutter/hooks.py,run_hook,13,2,1,3,2,4,8,0,2,0,3,0.0,0.003143063932670155,1
cookiecutter_4_9568ab6ecd2d_tests/test_prompt.py_test_should_not_invoke_read_user_variable_0,cookiecutter,4,9568ab6ecd2d6836646006c59473c4a4ac0dee04,tests/test_prompt.py:test_should_not_invoke_read_user_variable,tests/test_prompt.py,test_should_not_invoke_read_user_variable,18,1,0,2,0,5,6,0,0,0,1,0.0,0.0028118606419469806,0
cookiecutter_4_9568ab6ecd2d_tests/test_is_vcs_installed.py_test_non_existing_repo_type_0,cookiecutter,4,9568ab6ecd2d6836646006c59473c4a4ac0dee04,tests/test_is_vcs_installed.py:test_non_existing_repo_type,tests/test_is_vcs_installed.py,test_non_existing_repo_type,2,1,0,0,0,1,1,0,0,0,1,0.0,0.0034427240528482643,0
cookiecutter_4_9568ab6ecd2d_tests/test_identify_repo.py_test_identify_git_github_no_extension_0,cookiecutter,4,9568ab6ecd2d6836646006c59473c4a4ac0dee04,tests/test_identify_repo.py:test_identify_git_github_no_extension,tests/test_identify_repo.py,test_identify_git_github_no_extension,3,1,0,0,0,1,2,0,0,0,1,0.0,0.003068148902625627,0
cookiecutter_4_9568ab6ecd2d_tests/test_hooks.py_setup_method_0,cookiecutter,4,9568ab6ecd2d6836646006c59473c4a4ac0dee04,tests/test_hooks.py:setup_method,tests/test_hooks.py,setup_method,2,1,0,2,0,1,4,0,1,0,2,0.0,0.002880861327514309,0
cookiecutter_4_9568ab6ecd2d_tests/test_cookiecutter_local_with_input.py_test_cookiecutter_input_extra_context_0,cookiecutter,4,9568ab6ecd2d6836646006c59473c4a4ac0dee04,tests/test_cookiecutter_local_with_input.py:test_cookiecutter_input_extra_context,tests/test_cookiecutter_local_with_input.py,test_cookiecutter_input_extra_context,14,1,0,1,0,3,3,0,0,0,1,0.0,0.003255436477736946,0
cookiecutter_4_9568ab6ecd2d_tests/test_cookiecutters.py_remove_additional_dirs_0,cookiecutter,4,9568ab6ecd2d6836646006c59473c4a4ac0dee04,tests/test_cookiecutters.py:remove_additional_dirs,tests/test_cookiecutters.py,remove_additional_dirs,10,3,2,1,0,3,6,0,0,0,1,0.0,0.003143063932670155,0
cookiecutter_4_9568ab6ecd2d_tests/test_cli.py_version_cli_flag_0,cookiecutter,4,9568ab6ecd2d6836646006c59473c4a4ac0dee04,tests/test_cli.py:version_cli_flag,tests/test_cli.py,version_cli_flag,2,1,0,1,1,0,6,0,0,0,1,0.0,0.0028118606419469806,0
cookiecutter_4_9568ab6ecd2d_tests/test_prompt.py_context_0,cookiecutter,4,9568ab6ecd2d6836646006c59473c4a4ac0dee04,tests/test_prompt.py:context,tests/test_prompt.py,context,6,1,0,2,1,0,6,0,0,0,1,0.0,0.0028118606419469806,0
cookiecutter_4_9568ab6ecd2d_tests/test_specify_output_dir.py_mock_replay_0,cookiecutter,4,9568ab6ecd2d6836646006c59473c4a4ac0dee04,tests/test_specify_output_dir.py:mock_replay,tests/test_specify_output_dir.py,mock_replay,2,1,0,1,0,1,2,0,0,0,1,0.0,0.0029432905192180816,0
cookiecutter_4_9568ab6ecd2d_tests/test_cli.py_test_cli_overwrite_if_exists_when_output_dir_does_not_exist_0,cookiecutter,4,9568ab6ecd2d6836646006c59473c4a4ac0dee04,tests/test_cli.py:test_cli_overwrite_if_exists_when_output_dir_does_not_exist,tests/test_cli.py,test_cli_overwrite_if_exists_when_output_dir_does_not_exist,8,1,0,1,0,2,6,0,0,0,1,0.0,0.0028118606419469806,0
cookiecutter_4_9568ab6ecd2d_tests/test_cookiecutters.py_bake_data_0,cookiecutter,4,9568ab6ecd2d6836646006c59473c4a4ac0dee04,tests/test_cookiecutters.py:bake_data,tests/test_cookiecutters.py,bake_data,17,1,0,0,0,0,6,1,0,0,2,0.0,0.005861198873093925,0
cookiecutter_4_9568ab6ecd2d_tests/test_generate_file.py_env_0,cookiecutter,4,9568ab6ecd2d6836646006c59473c4a4ac0dee04,tests/test_generate_file.py:env,tests/test_generate_file.py,env,4,1,0,0,1,2,7,0,0,0,1,0.0,0.002974505115069968,0
fastapi_1_766157bfb4e7_fastapi/routing.py___init___1,fastapi,1,766157bfb4e7dfccba09ab398e8ec444d14e947c,fastapi/routing.py:__init__,fastapi/routing.py,__init__,21,1,0,9,0,2,26,0,3,0,4,0.0,0.00039083440060071477,1
fastapi_1_766157bfb4e7_fastapi/applications.py_add_api_route_1,fastapi,1,766157bfb4e7dfccba09ab398e8ec444d14e947c,fastapi/applications.py:add_api_route,fastapi/applications.py,add_api_route,51,2,1,22,0,4,18,1,0,0,2,0.0,0.0007914263924594258,1
fastapi_1_766157bfb4e7_fastapi/applications.py_options_1,fastapi,1,766157bfb4e7dfccba09ab398e8ec444d14e947c,fastapi/applications.py:options,fastapi/applications.py,options,49,2,1,21,1,4,18,0,0,0,1,0.0,0.0003927397132849417,1
fastapi_1_766157bfb4e7_fastapi/routing.py_trace_1,fastapi,1,766157bfb4e7dfccba09ab398e8ec444d14e947c,fastapi/routing.py:trace,fastapi/routing.py,trace,50,2,1,21,1,4,26,0,1,0,2,0.0,0.00039083440060071477,1
fastapi_1_766157bfb4e7_fastapi/applications.py_delete_1,fastapi,1,766157bfb4e7dfccba09ab398e8ec444d14e947c,fastapi/applications.py:delete,fastapi/applications.py,delete,49,2,1,21,1,4,18,0,0,0,1,0.0,0.0003927397132849417,1
fastapi_1_766157bfb4e7_fastapi/routing.py_head_1,fastapi,1,766157bfb4e7dfccba09ab398e8ec444d14e947c,fastapi/routing.py:head,fastapi/routing.py,head,50,2,1,21,1,4,26,0,1,0,2,0.0,0.00039083440060071477,1
fastapi_1_766157bfb4e7_fastapi/routing.py_patch_1,fastapi,1,766157bfb4e7dfccba09ab398e8ec444d14e947c,fastapi/routing.py:patch,fastapi/routing.py,patch,50,2,1,21,1,4,26,0,1,0,2,0.0,0.00039083440060071477,1
fastapi_1_766157bfb4e7_fastapi/routing.py_post_1,fastapi,1,766157bfb4e7dfccba09ab398e8ec444d14e947c,fastapi/routing.py:post,fastapi/routing.py,post,50,2,1,21,1,4,26,0,1,0,2,0.0,0.00039083440060071477,1
fastapi_1_766157bfb4e7_fastapi/applications.py_trace_1,fastapi,1,766157bfb4e7dfccba09ab398e8ec444d14e947c,fastapi/applications.py:trace,fastapi/applications.py,trace,49,2,1,21,1,4,18,0,0,0,1,0.0,0.0003927397132849417,1
fastapi_1_766157bfb4e7_fastapi/routing.py__prepare_response_content_1,fastapi,1,766157bfb4e7dfccba09ab398e8ec444d14e947c,fastapi/routing.py:_prepare_response_content,fastapi/routing.py,_prepare_response_content,20,5,3,3,5,8,26,1,0,0,2,0.0,0.0007895210797751989,1
fastapi_1_766157bfb4e7_fastapi/openapi/utils.py_get_openapi_1,fastapi,1,766157bfb4e7dfccba09ab398e8ec444d14e947c,fastapi/openapi/utils.py:get_openapi,fastapi/openapi/utils.py,get_openapi,41,10,4,6,1,13,18,0,1,0,2,0.0,0.00040142569758068214,1
fastapi_1_766157bfb4e7_fastapi/applications.py_head_1,fastapi,1,766157bfb4e7dfccba09ab398e8ec444d14e947c,fastapi/applications.py:head,fastapi/applications.py,head,49,2,1,21,1,4,18,0,0,0,1,0.0,0.0003927397132849417,1
fastapi_1_766157bfb4e7_fastapi/routing.py_get_request_handler_1,fastapi,1,766157bfb4e7dfccba09ab398e8ec444d14e947c,fastapi/routing.py:get_request_handler,fastapi/routing.py,get_request_handler,69,10,4,10,3,16,26,1,2,0,4,0.0,0.0007895210797751989,1
fastapi_1_766157bfb4e7_fastapi/routing.py_get_route_handler_1,fastapi,1,766157bfb4e7dfccba09ab398e8ec444d14e947c,fastapi/routing.py:get_route_handler,fastapi/routing.py,get_route_handler,13,1,0,1,1,1,26,1,1,0,3,0.0,0.0005237299603255428,1
fastapi_1_766157bfb4e7_fastapi/routing.py_get_1,fastapi,1,766157bfb4e7dfccba09ab398e8ec444d14e947c,fastapi/routing.py:get,fastapi/routing.py,get,50,2,1,21,1,4,26,1,1,0,3,0.0,0.0005237299603255428,1
fastapi_1_766157bfb4e7_fastapi/routing.py_put_1,fastapi,1,766157bfb4e7dfccba09ab398e8ec444d14e947c,fastapi/routing.py:put,fastapi/routing.py,put,50,2,1,21,1,4,26,0,1,0,2,0.0,0.00039083440060071477,1
fastapi_1_766157bfb4e7_fastapi/routing.py_serialize_response_1,fastapi,1,766157bfb4e7dfccba09ab398e8ec444d14e947c,fastapi/routing.py:serialize_response,fastapi/routing.py,serialize_response,36,6,3,7,2,11,26,1,1,0,3,0.0,0.0005901777401879568,1
fastapi_1_766157bfb4e7_fastapi/applications.py_patch_1,fastapi,1,766157bfb4e7dfccba09ab398e8ec444d14e947c,fastapi/applications.py:patch,fastapi/applications.py,patch,49,2,1,21,1,4,18,0,0,0,1,0.0,0.0003927397132849417,1
fastapi_1_766157bfb4e7_fastapi/applications.py_post_1,fastapi,1,766157bfb4e7dfccba09ab398e8ec444d14e947c,fastapi/applications.py:post,fastapi/applications.py,post,49,2,1,21,1,4,18,0,0,0,1,0.0,0.0003927397132849417,1
fastapi_1_766157bfb4e7_fastapi/routing.py_api_route_1,fastapi,1,766157bfb4e7dfccba09ab398e8ec444d14e947c,fastapi/routing.py:api_route,fastapi/routing.py,api_route,57,2,1,22,2,4,26,8,1,0,10,0.0,0.003580327833996588,1
fastapi_1_766157bfb4e7_fastapi/routing.py_add_api_route_1,fastapi,1,766157bfb4e7dfccba09ab398e8ec444d14e947c,fastapi/routing.py:add_api_route,fastapi/routing.py,add_api_route,57,2,1,24,0,5,26,2,0,0,3,0.0,0.000988864419362441,1
fastapi_1_766157bfb4e7_fastapi/openapi/utils.py_get_openapi_security_definitions_1,fastapi,1,766157bfb4e7dfccba09ab398e8ec444d14e947c,fastapi/openapi/utils.py:get_openapi_security_definitions,fastapi/openapi/utils.py,get_openapi_security_definitions,13,2,1,1,1,2,18,1,0,0,2,0.0,0.0004811630334155789,1
fastapi_1_766157bfb4e7_fastapi/encoders.py_jsonable_encoder_1,fastapi,1,766157bfb4e7dfccba09ab398e8ec444d14e947c,fastapi/encoders.py:jsonable_encoder,fastapi/encoders.py,jsonable_encoder,130,26,4,9,11,46,8,0,0,0,1,0.0,0.00047764520977580405,1
fastapi_1_766157bfb4e7_fastapi/routing.py_options_1,fastapi,1,766157bfb4e7dfccba09ab398e8ec444d14e947c,fastapi/routing.py:options,fastapi/routing.py,options,50,2,1,21,1,4,26,0,1,0,2,0.0,0.00039083440060071477,1
fastapi_1_766157bfb4e7_fastapi/applications.py_get_1,fastapi,1,766157bfb4e7dfccba09ab398e8ec444d14e947c,fastapi/applications.py:get,fastapi/applications.py,get,49,2,1,21,1,4,18,0,0,0,1,0.0,0.0003927397132849417,1
fastapi_1_766157bfb4e7_fastapi/applications.py_put_1,fastapi,1,766157bfb4e7dfccba09ab398e8ec444d14e947c,fastapi/applications.py:put,fastapi/applications.py,put,49,2,1,21,1,4,18,0,0,0,1,0.0,0.0003927397132849417,1
fastapi_1_766157bfb4e7_fastapi/routing.py_include_router_1,fastapi,1,766157bfb4e7dfccba09ab398e8ec444d14e947c,fastapi/routing.py:include_router,fastapi/routing.py,include_router,73,12,5,7,0,19,26,0,2,0,3,0.0,0.00039083440060071477,1
fastapi_1_766157bfb4e7_fastapi/routing.py_delete_1,fastapi,1,766157bfb4e7dfccba09ab398e8ec444d14e947c,fastapi/routing.py:delete,fastapi/routing.py,delete,50,2,1,21,1,4,26,0,1,0,2,0.0,0.00039083440060071477,1
fastapi_1_766157bfb4e7_fastapi/applications.py_api_route_1,fastapi,1,766157bfb4e7dfccba09ab398e8ec444d14e947c,fastapi/applications.py:api_route,fastapi/applications.py,api_route,55,2,1,21,2,4,18,0,1,0,2,0.0,0.0003927397132849417,1
fastapi_1_766157bfb4e7_docs_src/security/tutorial003.py_login_0,fastapi,1,766157bfb4e7dfccba09ab398e8ec444d14e947c,docs_src/security/tutorial003.py:login,docs_src/security/tutorial003.py,login,10,3,1,1,1,6,3,0,1,0,2,0.0,0.00041421778354349976,0
fastapi_1_766157bfb4e7_tests/test_tutorial/test_testing/test_tutorial002.py_test_ws_0,fastapi,1,766157bfb4e7dfccba09ab398e8ec444d14e947c,tests/test_tutorial/test_testing/test_tutorial002.py:test_ws,tests/test_tutorial/test_testing/test_tutorial002.py,test_ws,2,1,0,0,0,1,1,0,0,0,1,0.0,0.0005773168795694251,0
fastapi_1_766157bfb4e7_tests/test_default_response_class_router.py_test_router_a_a_0,fastapi,1,766157bfb4e7dfccba09ab398e8ec444d14e947c,tests/test_default_response_class_router.py:test_router_a_a,tests/test_default_response_class_router.py,test_router_a_a,5,2,1,0,0,2,3,0,0,0,1,0.0,0.00039043249870638567,0
fastapi_1_766157bfb4e7_tests/test_security_oauth2.py_test_security_oauth2_password_other_header_0,fastapi,1,766157bfb4e7dfccba09ab398e8ec444d14e947c,tests/test_security_oauth2.py:test_security_oauth2_password_other_header,tests/test_security_oauth2.py,test_security_oauth2_password_other_header,4,1,0,0,0,2,6,0,0,0,1,0.0,0.00041119742991339007,0
fastapi_1_766157bfb4e7_tests/test_dependency_contextmanager.py_context_b_0,fastapi,1,766157bfb4e7dfccba09ab398e8ec444d14e947c,tests/test_dependency_contextmanager.py:context_b,tests/test_dependency_contextmanager.py,context_b,6,2,1,1,0,1,4,0,0,0,1,0.0,0.0003862795124649848,0
fastapi_1_766157bfb4e7_docs_src/first_steps/tutorial003.py_root_0,fastapi,1,766157bfb4e7dfccba09ab398e8ec444d14e947c,docs_src/first_steps/tutorial003.py:root,docs_src/first_steps/tutorial003.py,root,2,1,0,0,1,0,1,0,0,0,1,0.0,0.0005773168795694251,0
fastapi_1_766157bfb4e7_docs_src/app_testing/tutorial001.py_test_read_main_0,fastapi,1,766157bfb4e7dfccba09ab398e8ec444d14e947c,docs_src/app_testing/tutorial001.py:test_read_main,docs_src/app_testing/tutorial001.py,test_read_main,4,1,0,0,0,2,2,0,0,0,1,0.0,0.00047764520977580405,0
fastapi_1_766157bfb4e7_tests/test_security_oauth2.py_test_strict_login_0,fastapi,1,766157bfb4e7dfccba09ab398e8ec444d14e947c,tests/test_security_oauth2.py:test_strict_login,tests/test_security_oauth2.py,test_strict_login,4,1,0,3,0,2,6,0,0,0,1,0.0,0.00041119742991339007,0
fastapi_1_766157bfb4e7_tests/test_tutorial/test_security/test_tutorial005.py_test_token_no_username_0,fastapi,1,766157bfb4e7dfccba09ab398e8ec444d14e947c,tests/test_tutorial/test_security/test_tutorial005.py:test_token_no_username,tests/test_tutorial/test_security/test_tutorial005.py,test_token_no_username,10,1,0,0,0,2,2,0,0,0,1,0.0,0.00039695861994287274,0
fastapi_1_766157bfb4e7_tests/test_tutorial/test_handling_errors/test_tutorial001.py_test_get_item_not_found_0,fastapi,1,766157bfb4e7dfccba09ab398e8ec444d14e947c,tests/test_tutorial/test_handling_errors/test_tutorial001.py:test_get_item_not_found,tests/test_tutorial/test_handling_errors/test_tutorial001.py,test_get_item_not_found,5,1,0,0,0,3,2,0,0,0,1,0.0,0.00047764520977580405,0
fastapi_1_766157bfb4e7_docs_src/python_types/tutorial003.py_get_name_with_age_0,fastapi,1,766157bfb4e7dfccba09ab398e8ec444d14e947c,docs_src/python_types/tutorial003.py:get_name_with_age,docs_src/python_types/tutorial003.py,get_name_with_age,3,1,0,2,1,0,0,0,0,0,1,0.0,0.0007766602191566672,0
fastapi_1_766157bfb4e7_docs_src/handling_errors/tutorial001.py_read_item_0,fastapi,1,766157bfb4e7dfccba09ab398e8ec444d14e947c,docs_src/handling_errors/tutorial001.py:read_item,docs_src/handling_errors/tutorial001.py,read_item,4,2,1,1,1,1,1,0,0,0,1,0.0,0.0005773168795694251,0
fastapi_1_766157bfb4e7_tests/test_tutorial/test_body_nested_models/test_tutorial009.py_test_post_invalid_body_0,fastapi,1,766157bfb4e7dfccba09ab398e8ec444d14e947c,tests/test_tutorial/test_body_nested_models/test_tutorial009.py:test_post_invalid_body,tests/test_tutorial/test_body_nested_models/test_tutorial009.py,test_post_invalid_body,13,1,0,0,0,2,2,0,0,0,1,0.0,0.00047764520977580405,0
fastapi_1_766157bfb4e7_fastapi/openapi/utils.py_get_openapi_operation_metadata_0,fastapi,1,766157bfb4e7dfccba09ab398e8ec444d14e947c,fastapi/openapi/utils.py:get_openapi_operation_metadata,fastapi/openapi/utils.py,get_openapi_operation_metadata,11,4,1,2,1,2,18,1,2,0,4,0.0,0.0004811630334155789,0
fastapi_1_766157bfb4e7_tests/test_validate_response_dataclass.py_get_innerinvalid_0,fastapi,1,766157bfb4e7dfccba09ab398e8ec444d14e947c,tests/test_validate_response_dataclass.py:get_innerinvalid,tests/test_validate_response_dataclass.py,get_innerinvalid,2,1,0,0,1,0,6,0,0,0,1,0.0,0.00042227205989045903,0
fastapi_1_766157bfb4e7_tests/test_additional_responses_router.py_test_a_0,fastapi,1,766157bfb4e7dfccba09ab398e8ec444d14e947c,tests/test_additional_responses_router.py:test_a,tests/test_additional_responses_router.py,test_a,4,1,0,0,0,2,2,0,0,0,1,0.0,0.00042227205989045903,0
fastapi_1_766157bfb4e7_docs_src/security/tutorial004.py_get_password_hash_0,fastapi,1,766157bfb4e7dfccba09ab398e8ec444d14e947c,docs_src/security/tutorial004.py:get_password_hash,docs_src/security/tutorial004.py,get_password_hash,2,1,0,1,1,1,7,0,0,0,1,0.0,0.0004028914574305883,0
fastapi_1_766157bfb4e7_tests/test_extra_routes.py_options_item_0,fastapi,1,766157bfb4e7dfccba09ab398e8ec444d14e947c,tests/test_extra_routes.py:options_item,tests/test_extra_routes.py,options_item,2,1,0,1,1,1,4,0,0,0,1,0.0,0.00039895704941241906,0
fastapi_1_766157bfb4e7_docs_src/extra_models/tutorial002.py_fake_password_hasher_0,fastapi,1,766157bfb4e7dfccba09ab398e8ec444d14e947c,docs_src/extra_models/tutorial002.py:fake_password_hasher,docs_src/extra_models/tutorial002.py,fake_password_hasher,2,1,0,1,1,0,2,1,0,0,2,0.0,0.0008264960540534776,0
fastapi_1_766157bfb4e7_tests/main.py_get_path_param_id_0,fastapi,1,766157bfb4e7dfccba09ab398e8ec444d14e947c,tests/main.py:get_path_param_id,tests/main.py,get_path_param_id,2,1,0,1,1,1,1,0,0,0,1,0.0,0.00038936458795859686,0
fastapi_1_766157bfb4e7_tests/test_inherited_custom_class.py___str___0,fastapi,1,766157bfb4e7dfccba09ab398e8ec444d14e947c,tests/test_inherited_custom_class.py:__str__,tests/test_inherited_custom_class.py,__str__,2,1,0,1,1,0,5,0,0,0,1,0.0,0.00041119742991339007,0
fastapi_1_766157bfb4e7_tests/test_default_response_class.py_test_app_override_0,fastapi,1,766157bfb4e7dfccba09ab398e8ec444d14e947c,tests/test_default_response_class.py:test_app_override,tests/test_default_response_class.py,test_app_override,5,2,1,0,0,1,5,0,0,0,1,0.0,0.0003896996187814326,0
fastapi_1_766157bfb4e7_docs_src/sql_databases_peewee/sql_app/crud.py_get_user_0,fastapi,1,766157bfb4e7dfccba09ab398e8ec444d14e947c,docs_src/sql_databases_peewee/sql_app/crud.py:get_user,docs_src/sql_databases_peewee/sql_app/crud.py,get_user,2,1,0,1,1,2,0,0,0,0,1,0.0,0.00044442131984459706,0
fastapi_1_766157bfb4e7_tests/test_security_http_base_optional.py_test_security_http_base_0,fastapi,1,766157bfb4e7dfccba09ab398e8ec444d14e947c,tests/test_security_http_base_optional.py:test_security_http_base,tests/test_security_http_base_optional.py,test_security_http_base,4,1,0,0,0,2,4,0,0,0,1,0.0,0.0004349287798642522,0
fastapi_1_766157bfb4e7_tests/test_tutorial/test_custom_request_and_route/test_tutorial003.py_test_get_0,fastapi,1,766157bfb4e7dfccba09ab398e8ec444d14e947c,tests/test_tutorial/test_custom_request_and_route/test_tutorial003.py:test_get,tests/test_tutorial/test_custom_request_and_route/test_tutorial003.py,test_get,4,1,0,0,0,2,2,0,0,0,1,0.0,0.000510869099707011,0
fastapi_1_766157bfb4e7_tests/test_default_response_class_router.py_test_router_b_override_0,fastapi,1,766157bfb4e7dfccba09ab398e8ec444d14e947c,tests/test_default_response_class_router.py:test_router_b_override,tests/test_default_response_class_router.py,test_router_b_override,5,2,1,0,0,1,3,0,0,0,1,0.0,0.00039043249870638567,0
fastapi_1_766157bfb4e7_tests/test_tutorial/test_security/test_tutorial003.py_test_login_incorrect_password_0,fastapi,1,766157bfb4e7dfccba09ab398e8ec444d14e947c,tests/test_tutorial/test_security/test_tutorial003.py:test_login_incorrect_password,tests/test_tutorial/test_security/test_tutorial003.py,test_login_incorrect_password,6,1,0,0,0,2,2,0,0,0,1,0.0,0.00041784220789963146,0
fastapi_1_766157bfb4e7_tests/test_tutorial/test_wsgi/test_tutorial001.py_test_app_0,fastapi,1,766157bfb4e7dfccba09ab398e8ec444d14e947c,tests/test_tutorial/test_wsgi/test_tutorial001.py:test_app,tests/test_tutorial/test_wsgi/test_tutorial001.py,test_app,4,1,0,0,0,2,2,0,0,0,1,0.0,0.000510869099707011,0
fastapi_1_766157bfb4e7_tests/test_tutorial/test_background_tasks/test_tutorial001.py_test_0,fastapi,1,766157bfb4e7dfccba09ab398e8ec444d14e947c,tests/test_tutorial/test_background_tasks/test_tutorial001.py:test,tests/test_tutorial/test_background_tasks/test_tutorial001.py,test,9,3,1,0,0,7,4,0,0,0,1,0.0,0.0005773168795694251,0
fastapi_1_766157bfb4e7_docs_src/app_testing/test_main_b.py_test_create_item_bad_token_0,fastapi,1,766157bfb4e7dfccba09ab398e8ec444d14e947c,docs_src/app_testing/test_main_b.py:test_create_item_bad_token,docs_src/app_testing/test_main_b.py,test_create_item_bad_token,8,1,0,0,0,2,2,0,0,0,1,0.0,0.0004349287798642522,0
fastapi_1_766157bfb4e7_tests/test_tutorial/test_extending_openapi/test_tutorial001.py_test_0,fastapi,1,766157bfb4e7dfccba09ab398e8ec444d14e947c,tests/test_tutorial/test_extending_openapi/test_tutorial001.py:test,tests/test_tutorial/test_extending_openapi/test_tutorial001.py,test,4,1,0,0,0,2,2,0,0,0,1,0.0,0.000510869099707011,0
fastapi_1_766157bfb4e7_tests/test_default_response_class_router.py_test_router_a_override_0,fastapi,1,766157bfb4e7dfccba09ab398e8ec444d14e947c,tests/test_default_response_class_router.py:test_router_a_override,tests/test_default_response_class_router.py,test_router_a_override,5,2,1,0,0,1,3,0,0,0,1,0.0,0.00039043249870638567,0
fastapi_1_766157bfb4e7_docs_src/query_params/tutorial001.py_read_item_0,fastapi,1,766157bfb4e7dfccba09ab398e8ec444d14e947c,docs_src/query_params/tutorial001.py:read_item,docs_src/query_params/tutorial001.py,read_item,2,1,0,2,1,0,1,0,0,0,1,0.0,0.0005773168795694251,0
